symbol,expiration,strike,right,created,last_trade,open,high,low,close,volume,count,bid_size,bid_exchange,bid,bid_condition,ask_size,ask_exchange,ask,ask_condition
SPY,2023-01-20,580.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,252,6,126.48,50,237,4,130.22,50
SPY,2023-01-20,580.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,252,6,126.48,50,237,4,130.22,50
SPY,2022-02-07,325.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,55,1,129.02,50,93,1,129.24,50
SPY,2022-02-07,325.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,55,1,129.02,50,93,1,129.24,50
SPY,2023-12-15,505.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,24.5,50,10,9,28.0,50
SPY,2023-12-15,505.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,24.5,50,10,9,28.0,50
SPY,2022-03-11,464.0,CALL,2022-02-02T17:24:02.075,2022-02-02T15:13:22.393,5.39,6.41,5.39,6.3,62,6,25,7,5.34,50,25,7,5.41,50
SPY,2022-03-11,464.0,CALL,2022-02-02T17:39:16.985,2022-02-02T15:13:22.393,5.39,6.41,5.39,6.3,62,6,25,7,5.34,50,25,7,5.41,50
SPY,2022-03-09,432.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,36,42,4.54,50,40,7,4.65,50
SPY,2022-03-09,432.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,36,42,4.54,50,40,7,4.65,50
SPY,2022-02-14,465.0,PUT,2022-02-02T17:24:02.075,2022-02-02T15:43:11.502,11.42,11.42,9.55,9.55,29,7,50,1,12.14,50,50,1,12.37,50
SPY,2022-02-14,465.0,PUT,2022-02-02T17:39:16.985,2022-02-02T15:43:11.502,11.42,11.42,9.55,9.55,29,7,50,1,12.14,50,50,1,12.37,50
SPY,2022-07-15,220.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,233.65,50,5,69,235.28,50
SPY,2022-07-15,220.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,233.65,50,5,69,235.28,50
SPY,2023-06-16,675.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,258,6,220.43,50,243,4,224.17,50
SPY,2023-06-16,675.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,258,6,220.43,50,243,4,224.17,50
SPY,2022-04-14,325.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,129.47,50,5,69,130.56,50
SPY,2022-04-14,325.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,129.47,50,5,69,130.56,50
SPY,2023-01-20,455.0,CALL,2022-02-02T17:24:02.075,2022-02-02T15:59:23.357,35.4,36.7,32.69,36.4,57,25,10,9,33.5,50,296,9,36.97,50
SPY,2023-01-20,455.0,CALL,2022-02-02T17:39:16.985,2022-02-02T15:59:23.357,35.4,36.7,32.69,36.4,57,25,10,9,33.5,50,296,9,36.97,50
SPY,2023-01-20,200.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,237,4,252.66,50,296,9,256.4,50
SPY,2023-01-20,200.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,237,4,252.66,50,296,9,256.4,50
SPY,2022-04-14,485.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,12,42,33.71,50,12,42,34.74,50
SPY,2022-04-14,485.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,12,42,33.71,50,12,42,34.74,50
SPY,2022-04-14,573.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,2,42,119.01,50,1,69,121.32,50
SPY,2022-04-14,573.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,2,42,119.01,50,1,69,121.32,50
SPY,2022-04-14,640.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,1352,60,0.01,50
SPY,2022-04-14,640.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,1352,60,0.01,50
SPY,2022-04-14,577.0,CALL,2022-02-02T17:24:02.075,2022-02-02T09:36:00.611,0.01,0.01,0.01,0.01,15,1,694,60,0.01,50,1137,60,0.02,50
SPY,2022-04-14,577.0,CALL,2022-02-02T17:39:16.985,2022-02-02T09:36:00.611,0.01,0.01,0.01,0.01,15,1,694,60,0.01,50,1137,60,0.02,50
SPY,2022-02-16,436.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:10:21.482,2.2,2.36,1.56,2.09,511,31,130,69,2.14,50,150,65,2.18,50
SPY,2022-02-16,436.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:10:21.482,2.2,2.36,1.56,2.09,511,31,130,69,2.14,50,150,65,2.18,50
SPY,2022-03-07,446.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,34,9,15.1,50,23,7,15.4,50
SPY,2022-03-07,446.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,34,9,15.1,50,23,7,15.4,50
SPY,2022-06-17,430.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:09:03.295,14.23,15.09,13.49,14.59,2048,88,60,6,14.91,50,60,6,15.0,50
SPY,2022-06-17,430.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:09:03.295,14.23,15.09,13.49,14.59,2048,88,60,6,14.91,50,60,6,15.0,50
SPY,2022-02-22,427.0,PUT,2022-02-02T17:24:02.075,2022-02-02T15:13:51.267,1.78,2.07,1.43,1.43,41,21,202,65,1.86,50,60,7,1.9,50
SPY,2022-02-22,427.0,PUT,2022-02-02T17:39:16.985,2022-02-02T15:13:51.267,1.78,2.07,1.43,1.43,41,21,202,65,1.86,50,60,7,1.9,50
SPY,2022-09-30,456.0,PUT,2022-02-02T17:24:02.075,2022-02-02T13:33:52.836,30.06,30.06,30.06,30.06,1,1,22,6,30.68,50,11,43,31.64,50
SPY,2022-09-30,456.0,PUT,2022-02-02T17:39:16.985,2022-02-02T13:33:52.836,30.06,30.06,30.06,30.06,1,1,22,6,30.68,50,11,43,31.64,50
SPY,2022-03-11,410.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,49,42,46.38,50,49,42,46.85,50
SPY,2022-03-11,410.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,49,42,46.38,50,49,42,46.85,50
SPY,2023-06-16,600.0,CALL,2022-02-02T17:24:02.075,2022-02-02T10:57:45.747,2.34,2.34,2.34,2.34,1,1,726,5,2.2,50,761,9,2.37,50
SPY,2023-06-16,600.0,CALL,2022-02-02T17:39:16.985,2022-02-02T10:57:45.747,2.34,2.34,2.34,2.34,1,1,726,5,2.2,50,761,9,2.37,50
SPY,2022-03-31,430.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:12:33.226,6.95,7.64,6.23,7.5,420,151,50,47,7.37,50,92,65,7.43,50
SPY,2022-03-31,430.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:12:33.226,6.95,7.64,6.23,7.5,420,151,50,47,7.37,50,92,65,7.43,50
SPY,2022-02-09,478.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,20,42,23.79,50,50,1,24.07,50
SPY,2022-02-09,478.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,20,42,23.79,50,50,1,24.07,50
SPY,2022-02-14,478.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,23.83,50,50,1,24.13,50
SPY,2022-02-14,478.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,23.83,50,50,1,24.13,50
SPY,2022-02-22,390.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:10:58.815,0.39,0.47,0.28,0.4,229,98,294,69,0.41,50,380,69,0.43,50
SPY,2022-02-22,390.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:10:58.815,0.39,0.47,0.28,0.4,229,98,294,69,0.41,50,380,69,0.43,50
SPY,2022-02-18,210.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,30,6,243.71,50,75,9,244.55,50
SPY,2022-02-18,210.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,30,6,243.71,50,75,9,244.55,50
SPY,2023-03-17,535.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,239,6,86.11,50,225,4,89.84,50
SPY,2023-03-17,535.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,239,6,86.11,50,225,4,89.84,50
SPY,2022-03-09,405.0,PUT,2022-02-02T17:24:02.075,2022-02-02T14:40:22.147,1.93,1.93,1.53,1.53,5,4,112,69,1.83,50,112,69,1.9,50
SPY,2022-03-09,405.0,PUT,2022-02-02T17:39:16.985,2022-02-02T14:40:22.147,1.93,1.93,1.53,1.53,5,4,112,69,1.83,50,112,69,1.9,50
SPY,2022-07-15,430.0,CALL,2022-02-02T17:24:02.075,2022-02-02T11:13:49.974,39.8,40.49,38.67,38.67,16,6,27,4,39.17,50,35,9,40.56,50
SPY,2022-07-15,430.0,CALL,2022-02-02T17:39:16.985,2022-02-02T11:13:49.974,39.8,40.49,38.67,38.67,16,6,27,4,39.17,50,35,9,40.56,50
SPY,2022-06-17,392.0,PUT,2022-02-02T17:24:02.075,2022-02-02T15:12:53.625,7.4,7.4,7.27,7.27,56,2,100,6,7.96,50,50,7,8.02,50
SPY,2022-06-17,392.0,PUT,2022-02-02T17:39:16.985,2022-02-02T15:12:53.625,7.4,7.4,7.27,7.27,56,2,100,6,7.96,50,50,7,8.02,50
SPY,2022-02-18,610.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,155.46,50,50,1,156.21,50
SPY,2022-02-18,610.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,155.46,50,50,1,156.21,50
SPY,2022-03-11,426.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,35,42,31.99,50,35,42,32.5,50
SPY,2022-03-11,426.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,35,42,31.99,50,35,42,32.5,50
SPY,2022-05-20,250.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,203.79,50,5,69,205.2,50
SPY,2022-05-20,250.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,203.79,50,5,69,205.2,50
SPY,2022-09-16,384.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,73,31,11.69,50,167,4,11.99,50
SPY,2022-09-16,384.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,73,31,11.69,50,167,4,11.99,50
SPY,2022-06-30,433.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,6,69,35.58,50,6,69,37.34,50
SPY,2022-06-30,433.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,6,69,35.58,50,6,69,37.34,50
SPY,2022-03-04,385.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,69.63,50,5,69,70.22,50
SPY,2022-03-04,385.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,69.63,50,5,69,70.22,50
SPY,2022-02-09,494.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,1437,42,0.01,50
SPY,2022-02-09,494.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,1437,42,0.01,50
SPY,2022-06-17,370.0,CALL,2022-02-02T17:24:02.075,2022-02-02T09:40:40.573,90.18,90.18,90.18,90.18,1,1,5,69,87.88,50,5,69,89.59,50
SPY,2022-06-17,370.0,CALL,2022-02-02T17:39:16.985,2022-02-02T09:40:40.573,90.18,90.18,90.18,90.18,1,1,5,69,87.88,50,5,69,89.59,50
SPY,2022-02-25,502.0,CALL,2022-02-02T17:24:02.075,2022-02-02T11:11:43.993,0.03,0.03,0.03,0.03,5,1,1109,42,0.02,50,302,69,0.03,50
SPY,2022-02-25,502.0,CALL,2022-02-02T17:39:16.985,2022-02-02T11:11:43.993,0.03,0.03,0.03,0.03,5,1,1109,42,0.02,50,302,69,0.03,50
SPY,2022-02-07,509.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,579,31,0.01,50
SPY,2022-02-07,509.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,579,31,0.01,50
SPY,2022-12-30,493.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,53.0,50,11,43,56.84,50
SPY,2022-12-30,493.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,53.0,50,11,43,56.84,50
SPY,2024-01-19,675.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,20,9,220.0,50,20,9,225.0,50
SPY,2024-01-19,675.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,20,9,220.0,50,20,9,225.0,50
SPY,2022-02-18,460.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:14:59.18,9.3,10.56,7.44,9.94,6529,472,50,69,9.84,50,50,1,9.99,50
SPY,2022-02-18,460.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:14:59.18,9.3,10.56,7.44,9.94,6529,472,50,69,9.84,50,50,1,9.99,50
SPY,2022-02-25,461.0,PUT,2022-02-02T17:24:02.075,2022-02-02T15:59:57.437,9.86,9.88,8.98,9.42,114,15,50,1,11.33,50,50,1,11.52,50
SPY,2022-02-25,461.0,PUT,2022-02-02T17:39:16.985,2022-02-02T15:59:57.437,9.86,9.88,8.98,9.42,114,15,50,1,11.33,50,50,1,11.52,50
SPY,2022-02-28,432.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,35,42,25.18,50,35,42,25.59,50
SPY,2022-02-28,432.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,35,42,25.18,50,35,42,25.59,50
SPY,2022-02-14,502.0,CALL,2022-02-02T17:24:02.075,2022-02-02T14:18:42.351,0.01,0.01,0.01,0.01,66,4,0,11,0.0,50,646,42,0.01,50
SPY,2022-02-14,502.0,CALL,2022-02-02T17:39:16.985,2022-02-02T14:18:42.351,0.01,0.01,0.01,0.01,66,4,0,11,0.0,50,646,42,0.01,50
SPY,2022-03-18,354.0,PUT,2022-02-02T17:24:02.075,2022-02-02T10:39:53.127,0.77,0.77,0.77,0.77,1,1,369,69,0.78,50,294,69,0.8,50
SPY,2022-03-18,354.0,PUT,2022-02-02T17:39:16.985,2022-02-02T10:39:53.127,0.77,0.77,0.77,0.77,1,1,369,69,0.78,50,294,69,0.8,50
SPY,2022-02-09,406.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,48.09,50,50,1,48.33,50
SPY,2022-02-09,406.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,48.09,50,50,1,48.33,50
SPY,2022-02-18,403.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,51.36,50,50,1,51.92,50
SPY,2022-02-18,403.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,51.36,50,50,1,51.92,50
SPY,2022-02-04,414.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:12:07.4,0.03,0.03,0.01,0.02,5203,210,766,69,0.03,50,424,31,0.04,50
SPY,2022-02-04,414.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:12:07.4,0.03,0.03,0.01,0.02,5203,210,766,69,0.03,50,424,31,0.04,50
SPY,2022-04-14,449.0,CALL,2022-02-02T17:24:02.075,2022-02-02T15:48:24.467,18.16,19.88,17.8,19.88,269,24,45,1,17.9,50,45,1,18.03,50
SPY,2022-04-14,449.0,CALL,2022-02-02T17:39:16.985,2022-02-02T15:48:24.467,18.16,19.88,17.8,19.88,269,24,45,1,17.9,50,45,1,18.03,50
SPY,2022-06-17,402.0,PUT,2022-02-02T17:24:02.075,2022-02-02T14:11:59.714,8.87,8.87,8.73,8.73,39,2,72,69,9.42,50,45,7,9.48,50
SPY,2022-06-17,402.0,PUT,2022-02-02T17:39:16.985,2022-02-02T14:11:59.714,8.87,8.87,8.73,8.73,39,2,72,69,9.42,50,45,7,9.48,50
SPY,2022-02-09,428.0,CALL,2022-02-02T17:24:02.075,2022-02-02T09:48:45.359,26.96,26.96,26.96,26.96,1,1,50,1,26.41,50,50,1,26.66,50
SPY,2022-02-09,428.0,CALL,2022-02-02T17:39:16.985,2022-02-02T09:48:45.359,26.96,26.96,26.96,26.96,1,1,50,1,26.41,50,50,1,26.66,50
SPY,2024-12-20,575.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,130.0,50,1,22,134.0,50
SPY,2024-12-20,575.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,130.0,50,1,22,134.0,50
SPY,2022-02-28,385.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,69.37,50,5,69,69.94,50
SPY,2022-02-28,385.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,69.37,50,5,69,69.94,50
SPY,2022-06-17,502.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,131,7,2.52,50,210,9,2.62,50
SPY,2022-06-17,502.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,131,7,2.52,50,210,9,2.62,50
SPY,2024-12-20,570.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,126.0,50,1,69,130.0,50
SPY,2024-12-20,570.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,126.0,50,1,69,130.0,50
SPY,2022-12-16,180.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,586,9,1.14,50,445,60,1.23,50
SPY,2022-12-16,180.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,586,9,1.14,50,445,60,1.23,50
SPY,2022-09-16,399.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,59,31,14.34,50,135,9,14.68,50
SPY,2022-09-16,399.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,59,31,14.34,50,135,9,14.68,50
SPY,2023-01-20,410.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,20,9,64.0,50,238,4,67.64,50
SPY,2023-01-20,410.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,20,9,64.0,50,238,4,67.64,50
SPY,2022-02-09,412.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,42.12,50,50,1,42.37,50
SPY,2022-02-09,412.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,42.12,50,50,1,42.37,50
SPY,2022-07-15,595.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,26,9,141.7,50,14,31,143.61,50
SPY,2022-07-15,595.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,26,9,141.7,50,14,31,143.61,50
SPY,2022-02-18,467.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:10:13.732,13.45,14.13,11.59,14.13,86,14,50,1,14.4,50,50,1,14.63,50
SPY,2022-02-18,467.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:10:13.732,13.45,14.13,11.59,14.13,86,14,50,1,14.4,50,50,1,14.63,50
SPY,2022-09-16,415.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,6,69,54.3,50,6,69,56.97,50
SPY,2022-09-16,415.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,6,69,54.3,50,6,69,56.97,50
SPY,2022-09-30,445.0,CALL,2022-02-02T17:24:02.075,2022-02-02T11:44:28.152,34.5,34.5,34.5,34.5,1,1,52,4,34.3,50,18,31,35.31,50
SPY,2022-09-30,445.0,CALL,2022-02-02T17:39:16.985,2022-02-02T11:44:28.152,34.5,34.5,34.5,34.5,1,1,52,4,34.3,50,18,31,35.31,50
SPY,2023-12-15,585.0,CALL,2022-02-02T17:24:02.075,2022-02-02T13:56:30.394,6.74,6.79,6.74,6.79,3,3,10,9,5.0,50,304,9,8.52,50
SPY,2023-12-15,585.0,CALL,2022-02-02T17:39:16.985,2022-02-02T13:56:30.394,6.74,6.79,6.74,6.79,3,3,10,9,5.0,50,304,9,8.52,50
SPY,2022-02-23,394.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,60.34,50,5,69,60.89,50
SPY,2022-02-23,394.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,60.34,50,5,69,60.89,50
SPY,2022-02-09,490.0,CALL,2022-02-02T17:24:02.075,2022-02-02T14:49:24.378,0.01,0.01,0.01,0.01,2,1,0,22,0.0,50,769,42,0.01,50
SPY,2022-02-09,490.0,CALL,2022-02-02T17:39:16.985,2022-02-02T14:49:24.378,0.01,0.01,0.01,0.01,2,1,0,22,0.0,50,769,42,0.01,50
SPY,2022-03-02,360.0,PUT,2022-02-02T17:24:02.075,2022-02-02T10:59:29.034,0.32,0.34,0.32,0.34,3,3,152,69,0.34,50,190,60,0.35,50
SPY,2022-03-02,360.0,PUT,2022-02-02T17:39:16.985,2022-02-02T10:59:29.034,0.32,0.34,0.32,0.34,3,3,152,69,0.34,50,190,60,0.35,50
SPY,2022-03-07,350.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,104.17,50,5,69,104.77,50
SPY,2022-03-07,350.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,104.17,50,5,69,104.77,50
SPY,2022-03-31,374.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,14,42,81.38,50,14,42,82.28,50
SPY,2022-03-31,374.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,14,42,81.38,50,14,42,82.28,50
SPY,2022-02-22,427.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,28.85,50,50,1,29.16,50
SPY,2022-02-22,427.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,28.85,50,50,1,29.16,50
SPY,2022-03-02,434.0,PUT,2022-02-02T17:24:02.075,2022-02-02T15:32:48.526,3.82,3.89,3.04,3.04,62,13,80,6,3.89,50,80,6,3.96,50
SPY,2022-03-02,434.0,PUT,2022-02-02T17:39:16.985,2022-02-02T15:32:48.526,3.82,3.89,3.04,3.04,62,13,80,6,3.89,50,80,6,3.96,50
SPY,2022-03-31,413.0,PUT,2022-02-02T17:24:02.075,2022-02-02T15:56:25.951,4.32,4.44,4.05,4.05,14,3,65,65,4.78,50,50,7,4.82,50
SPY,2022-03-31,413.0,PUT,2022-02-02T17:39:16.985,2022-02-02T15:56:25.951,4.32,4.44,4.05,4.05,14,3,65,65,4.78,50,50,7,4.82,50
SPY,2023-03-17,545.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,101,7,4.2,50,41,5,5.81,50
SPY,2023-03-17,545.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,101,7,4.2,50,41,5,5.81,50
SPY,2022-02-25,290.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,52,9,163.55,50,20,31,164.73,50
SPY,2022-02-25,290.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,52,9,163.55,50,20,31,164.73,50
SPY,2022-07-15,490.0,CALL,2022-02-02T17:24:02.075,2022-02-02T13:45:22.49,5.89,6.5,5.89,6.5,16,6,76,9,6.04,50,30,31,6.25,50
SPY,2022-07-15,490.0,CALL,2022-02-02T17:39:16.985,2022-02-02T13:45:22.49,5.89,6.5,5.89,6.5,16,6,76,9,6.04,50,30,31,6.25,50
SPY,2022-06-30,409.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,64,69,11.37,50,80,6,11.5,50
SPY,2022-06-30,409.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,64,69,11.37,50,80,6,11.5,50
