symbol,expiration,strike,right,created,last_trade,open,high,low,close,volume,count,bid_size,bid_exchange,bid,bid_condition,ask_size,ask_exchange,ask,ask_condition
SPY,2024-12-20,550.0,CALL,2022-02-02T17:24:02.075,2022-02-02T15:04:01.663,22.94,24.75,22.0,24.75,10,8,2,7,23.0,50,10,9,26.0,50
SPY,2024-12-20,550.0,CALL,2022-02-02T17:39:16.985,2022-02-02T15:04:01.663,22.94,24.75,22.0,24.75,10,8,2,7,23.0,50,10,9,26.0,50
SPY,2022-05-20,491.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,40.35,50,5,69,41.56,50
SPY,2022-05-20,491.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,40.35,50,5,69,41.56,50
SPY,2022-09-16,240.0,PUT,2022-02-02T17:24:02.075,2022-02-02T10:22:09.311,1.72,1.77,1.72,1.76,301,8,448,9,1.72,50,471,9,1.8,50
SPY,2022-09-16,240.0,PUT,2022-02-02T17:39:16.985,2022-02-02T10:22:09.311,1.72,1.77,1.72,1.76,301,8,448,9,1.72,50,471,9,1.8,50
SPY,2022-05-20,415.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:01:54.983,8.92,9.48,8.38,8.55,891,62,40,7,9.33,50,103,6,9.42,50
SPY,2022-05-20,415.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:01:54.983,8.92,9.48,8.38,8.55,891,62,40,7,9.33,50,103,6,9.42,50
SPY,2022-03-04,449.0,CALL,2022-02-02T17:24:02.075,2022-02-02T14:46:52.265,13.09,14.5,13.0,14.5,18,4,47,9,12.71,50,31,7,12.97,50
SPY,2022-03-04,449.0,CALL,2022-02-02T17:39:16.985,2022-02-02T14:46:52.265,13.09,14.5,13.0,14.5,18,4,47,9,12.71,50,31,7,12.97,50
SPY,2022-02-18,190.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,3790,42,0.01,50
SPY,2022-02-18,190.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,3790,42,0.01,50
SPY,2022-02-18,590.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,135.46,50,50,1,136.24,50
SPY,2022-02-18,590.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,135.46,50,50,1,136.24,50
SPY,2022-03-31,570.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,116.57,50,50,1,117.75,50
SPY,2022-03-31,570.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,116.57,50,50,1,117.75,50
SPY,2022-02-04,494.0,CALL,2022-02-02T17:24:02.075,2022-02-02T15:22:45.741,0.01,0.01,0.01,0.01,6,1,0,22,0.0,50,1305,60,0.01,50
SPY,2022-02-04,494.0,CALL,2022-02-02T17:39:16.985,2022-02-02T15:22:45.741,0.01,0.01,0.01,0.01,6,1,0,22,0.0,50,1305,60,0.01,50
SPY,2023-03-17,585.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,712,5,1.63,50,669,9,1.74,50
SPY,2023-03-17,585.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,712,5,1.63,50,669,9,1.74,50
SPY,2023-01-20,635.0,CALL,2022-02-02T17:24:02.075,2022-02-02T13:55:06.186,0.2,0.2,0.2,0.2,1,1,886,6,0.2,50,2,1,0.35,50
SPY,2023-01-20,635.0,CALL,2022-02-02T17:39:16.985,2022-02-02T13:55:06.186,0.2,0.2,0.2,0.2,1,1,886,6,0.2,50,2,1,0.35,50
SPY,2022-02-09,433.0,CALL,2022-02-02T17:24:02.075,2022-02-02T15:53:51.26,22.55,24.49,22.55,24.49,9,3,50,1,21.64,50,50,1,21.88,50
SPY,2022-02-09,433.0,CALL,2022-02-02T17:39:16.985,2022-02-02T15:53:51.26,22.55,24.49,22.55,24.49,9,3,50,1,21.64,50,50,1,21.88,50
SPY,2022-03-02,412.0,PUT,2022-02-02T17:24:02.075,2022-02-02T10:19:34.127,1.69,1.69,1.69,1.69,5,1,139,42,1.66,50,70,7,1.7,50
SPY,2022-03-02,412.0,PUT,2022-02-02T17:39:16.985,2022-02-02T10:19:34.127,1.69,1.69,1.69,1.69,5,1,139,42,1.66,50,70,7,1.7,50
SPY,2022-02-22,285.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,17,31,168.61,50,42,9,169.65,50
SPY,2022-02-22,285.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,17,31,168.61,50,42,9,169.65,50
SPY,2022-02-18,615.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,2827,42,0.01,50
SPY,2022-02-18,615.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,2827,42,0.01,50
SPY,2022-02-18,466.0,CALL,2022-02-02T17:24:02.075,2022-02-02T16:11:11.923,2.19,2.75,1.83,1.87,4013,276,150,65,1.86,50,50,69,1.89,50
SPY,2022-02-18,466.0,CALL,2022-02-02T17:39:16.985,2022-02-02T16:11:11.923,2.19,2.75,1.83,1.87,4013,276,150,65,1.86,50,50,69,1.89,50
SPY,2022-02-02,437.0,CALL,2022-02-02T17:24:02.075,2022-02-02T16:09:51.855,18.13,20.6,16.71,17.75,166,30,300,1,16.49,50,300,1,17.73,50
SPY,2022-02-02,437.0,CALL,2022-02-02T17:39:16.985,2022-02-02T16:09:51.855,18.13,20.6,16.71,17.75,166,30,300,1,16.49,50,300,1,17.73,50
SPY,2022-02-16,512.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,57.4,50,50,1,58.35,50
SPY,2022-02-16,512.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,57.4,50,50,1,58.35,50
SPY,2022-03-09,405.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,45,4,50.37,50,17,31,51.62,50
SPY,2022-03-09,405.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,45,4,50.37,50,17,31,51.62,50
SPY,2022-03-04,335.0,PUT,2022-02-02T17:24:02.075,2022-02-02T14:37:47.635,0.18,0.18,0.18,0.18,6,1,270,60,0.22,50,152,69,0.23,50
SPY,2022-03-04,335.0,PUT,2022-02-02T17:39:16.985,2022-02-02T14:37:47.635,0.18,0.18,0.18,0.18,6,1,270,60,0.22,50,152,69,0.23,50
SPY,2022-02-02,488.0,CALL,2022-02-02T17:24:02.075,2022-02-02T09:56:17.728,0.01,0.01,0.01,0.01,1,1,0,22,0.0,50,1193,9,0.01,50
SPY,2022-02-02,488.0,CALL,2022-02-02T17:39:16.985,2022-02-02T09:56:17.728,0.01,0.01,0.01,0.01,1,1,0,22,0.0,50,1193,9,0.01,50
SPY,2022-02-04,413.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:05:04.549,0.02,0.02,0.01,0.01,7510,174,532,47,0.03,50,428,31,0.04,50
SPY,2022-02-04,413.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:05:04.549,0.02,0.02,0.01,0.01,7510,174,532,47,0.03,50,428,31,0.04,50
SPY,2022-02-18,440.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:14:46.528,2.99,3.72,2.25,3.28,26703,1766,114,69,3.23,50,94,65,3.27,50
SPY,2022-02-18,440.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:14:46.528,2.99,3.72,2.25,3.28,26703,1766,114,69,3.23,50,94,65,3.27,50
SPY,2022-09-16,512.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,62.71,50,5,69,64.83,50
SPY,2022-09-16,512.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,62.71,50,5,69,64.83,50
SPY,2023-12-15,235.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,219,4,220.32,50,10,9,224.0,50
SPY,2023-12-15,235.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,219,4,220.32,50,10,9,224.0,50
SPY,2022-03-18,575.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,24,31,121.63,50,50,1,122.74,50
SPY,2022-03-18,575.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,24,31,121.63,50,50,1,122.74,50
SPY,2022-07-15,400.0,CALL,2022-02-02T17:24:02.075,2022-02-02T12:53:21.435,64.8,64.8,64.8,64.8,1,1,40,4,63.0,50,14,31,64.51,50
SPY,2022-07-15,400.0,CALL,2022-02-02T17:39:16.985,2022-02-02T12:53:21.435,64.8,64.8,64.8,64.8,1,1,40,4,63.0,50,14,31,64.51,50
SPY,2022-09-16,145.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,170,4,307.42,50,10,43,310.67,50
SPY,2022-09-16,145.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,170,4,307.42,50,10,43,310.67,50
SPY,2022-09-30,442.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,26,31,25.84,50,87,4,26.69,50
SPY,2022-09-30,442.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,26,31,25.84,50,87,4,26.69,50
SPY,2022-03-07,400.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,42,55.33,50,50,42,55.78,50
SPY,2022-03-07,400.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,42,55.33,50,50,42,55.78,50
SPY,2022-02-22,452.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:12:07.158,6.12,7.28,4.9,6.73,503,54,59,65,6.63,50,20,7,6.7,50
SPY,2022-02-22,452.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:12:07.158,6.12,7.28,4.9,6.73,503,54,59,65,6.63,50,20,7,6.7,50
SPY,2022-03-04,492.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,37.77,50,5,69,38.37,50
SPY,2022-03-04,492.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,37.77,50,5,69,38.37,50
SPY,2022-02-28,434.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:08:36.215,3.33,3.33,2.72,3.26,24,6,72,69,3.52,50,90,6,3.57,50
SPY,2022-02-28,434.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:08:36.215,3.33,3.33,2.72,3.26,24,6,72,69,3.52,50,90,6,3.57,50
SPY,2022-06-17,463.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,38,31,15.47,50,86,9,15.8,50
SPY,2022-06-17,463.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,38,31,15.47,50,86,9,15.8,50
SPY,2022-12-16,135.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:08:51.167,0.55,0.55,0.5,0.51,19,4,653,9,0.51,50,767,9,0.58,50
SPY,2022-12-16,135.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:08:51.167,0.55,0.55,0.5,0.51,19,4,653,9,0.51,50,767,9,0.58,50
SPY,2023-12-15,470.0,PUT,2022-02-02T17:24:02.075,2022-02-02T12:06:55.106,57.0,57.0,57.0,57.0,3,1,274,9,55.66,50,299,9,59.47,50
SPY,2023-12-15,470.0,PUT,2022-02-02T17:39:16.985,2022-02-02T12:06:55.106,57.0,57.0,57.0,57.0,3,1,274,9,55.66,50,299,9,59.47,50
SPY,2023-01-20,303.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,237,4,153.95,50,252,6,157.68,50
SPY,2023-01-20,303.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,237,4,153.95,50,252,6,157.68,50
SPY,2022-02-07,510.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,579,31,0.01,50
SPY,2022-02-07,510.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,579,31,0.01,50
SPY,2024-12-20,205.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,248.5,50,10,9,253.0,50
SPY,2024-12-20,205.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,248.5,50,10,9,253.0,50
SPY,2022-03-04,509.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,18,6,54.3,50,18,6,55.52,50
SPY,2022-03-04,509.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,18,6,54.3,50,18,6,55.52,50
SPY,2022-02-18,406.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:09:30.698,0.62,0.73,0.42,0.56,332,32,278,69,0.62,50,150,69,0.63,50
SPY,2022-02-18,406.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:09:30.698,0.62,0.73,0.42,0.56,332,32,278,69,0.62,50,150,69,0.63,50
SPY,2022-07-15,240.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,213.87,50,5,69,215.5,50
SPY,2022-07-15,240.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,213.87,50,5,69,215.5,50
SPY,2022-05-20,516.0,CALL,2022-02-02T17:24:02.075,2022-02-02T10:23:09.286,0.63,0.63,0.63,0.63,1,1,66,69,0.69,50,144,47,0.72,50
SPY,2022-05-20,516.0,CALL,2022-02-02T17:39:16.985,2022-02-02T10:23:09.286,0.63,0.63,0.63,0.63,1,1,66,69,0.69,50,144,47,0.72,50
SPY,2022-02-02,402.0,PUT,2022-02-02T17:24:02.075,2022-02-02T10:07:25.787,0.01,0.01,0.01,0.01,25,1,0,43,0.0,50,1268,9,0.01,50
SPY,2022-02-02,402.0,PUT,2022-02-02T17:39:16.985,2022-02-02T10:07:25.787,0.01,0.01,0.01,0.01,25,1,0,43,0.0,50,1268,9,0.01,50
SPY,2022-03-07,410.0,PUT,2022-02-02T17:24:02.075,2022-02-02T13:10:32.324,1.96,2.01,1.69,1.79,33,12,117,47,1.93,50,104,69,1.99,50
SPY,2022-03-07,410.0,PUT,2022-02-02T17:39:16.985,2022-02-02T13:10:32.324,1.96,2.01,1.69,1.79,33,12,117,47,1.93,50,104,69,1.99,50
SPY,2022-03-18,425.0,CALL,2022-02-02T17:24:02.075,2022-02-02T16:08:28.161,34.46,36.85,33.1,34.5,32,22,7,42,33.53,50,7,42,34.25,50
SPY,2022-03-18,425.0,CALL,2022-02-02T17:39:16.985,2022-02-02T16:08:28.161,34.46,36.85,33.1,34.5,32,22,7,42,33.53,50,7,42,34.25,50
SPY,2022-02-22,406.0,PUT,2022-02-02T17:24:02.075,2022-02-02T14:21:59.315,0.64,0.64,0.64,0.64,1,1,278,69,0.73,50,150,69,0.75,50
SPY,2022-02-22,406.0,PUT,2022-02-02T17:39:16.985,2022-02-02T14:21:59.315,0.64,0.64,0.64,0.64,1,1,278,69,0.73,50,150,69,0.75,50
SPY,2024-01-19,595.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,143.5,50,10,9,148.0,50
SPY,2024-01-19,595.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,143.5,50,10,9,148.0,50
SPY,2022-06-17,484.0,CALL,2022-02-02T17:24:02.075,2022-02-02T16:03:16.92,6.54,7.2,6.34,7.1,29,7,124,9,6.35,50,81,7,6.55,50
SPY,2022-06-17,484.0,CALL,2022-02-02T17:39:16.985,2022-02-02T16:03:16.92,6.54,7.2,6.34,7.1,29,7,124,9,6.35,50,81,7,6.55,50
SPY,2022-02-09,501.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,2009,42,0.01,50
SPY,2022-02-09,501.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,2009,42,0.01,50
SPY,2022-04-14,419.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,42,40.81,50,6,69,41.92,50
SPY,2022-04-14,419.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,42,40.81,50,6,69,41.92,50
SPY,2022-12-16,170.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,276,9,282.38,50,252,6,286.11,50
SPY,2022-12-16,170.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,276,9,282.38,50,252,6,286.11,50
SPY,2022-04-14,482.0,CALL,2022-02-02T17:24:02.075,2022-02-02T16:05:11.066,2.72,3.17,2.71,3.0,36,8,50,7,2.78,50,83,31,2.83,50
SPY,2022-04-14,482.0,CALL,2022-02-02T17:39:16.985,2022-02-02T16:05:11.066,2.72,3.17,2.71,3.0,36,8,50,7,2.78,50,83,31,2.83,50
SPY,2022-12-16,375.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,201,9,14.07,50,122,7,15.02,50
SPY,2022-12-16,375.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,201,9,14.07,50,122,7,15.02,50
SPY,2022-02-28,420.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:12:11.869,1.87,2.24,1.48,2.01,1174,154,156,9,1.96,50,120,6,2.0,50
SPY,2022-02-28,420.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:12:11.869,1.87,2.24,1.48,2.01,1174,154,156,9,1.96,50,120,6,2.0,50
SPY,2022-02-18,245.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,30,6,208.71,50,75,9,209.55,50
SPY,2022-02-18,245.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,30,6,208.71,50,75,9,209.55,50
SPY,2023-12-15,495.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,29.0,50,20,9,32.5,50
SPY,2023-12-15,495.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,29.0,50,20,9,32.5,50
SPY,2022-03-07,500.0,CALL,2022-02-02T17:24:02.075,2022-02-02T13:06:57.232,0.1,0.11,0.09,0.11,9,5,183,42,0.07,50,152,69,0.09,50
SPY,2022-03-07,500.0,CALL,2022-02-02T17:39:16.985,2022-02-02T13:06:57.232,0.1,0.11,0.09,0.11,9,5,183,42,0.07,50,152,69,0.09,50
SPY,2024-12-20,605.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,155.5,50,1,22,159.5,50
SPY,2024-12-20,605.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,155.5,50,1,22,159.5,50
SPY,2024-01-19,345.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,126.0,50,10,9,130.0,50
SPY,2024-01-19,345.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,126.0,50,10,9,130.0,50
SPY,2022-02-23,310.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,36,9,143.54,50,14,31,144.77,50
SPY,2022-02-23,310.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,36,9,143.54,50,14,31,144.77,50
SPY,2022-12-30,452.0,PUT,2022-02-02T17:24:02.075,2022-02-02T15:27:15.096,33.44,33.44,33.44,33.44,1,1,11,43,33.86,50,11,43,36.34,50
SPY,2022-12-30,452.0,PUT,2022-02-02T17:39:16.985,2022-02-02T15:27:15.096,33.44,33.44,33.44,33.44,1,1,11,43,33.86,50,11,43,36.34,50
SPY,2023-01-20,190.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,296,9,262.58,50,252,6,266.31,50
SPY,2023-01-20,190.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,296,9,262.58,50,252,6,266.31,50
SPY,2022-02-22,320.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,133.65,50,50,1,134.67,50
SPY,2022-02-22,320.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,133.65,50,50,1,134.67,50
SPY,2022-02-04,501.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,300,1,46.5,50,300,1,47.26,50
SPY,2022-02-04,501.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,300,1,46.5,50,300,1,47.26,50
SPY,2022-02-11,461.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:14:57.47,8.19,9.13,6.51,9.13,364,41,50,69,9.06,50,50,1,9.21,50
SPY,2022-02-11,461.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:14:57.47,8.19,9.13,6.51,9.13,364,41,50,69,9.06,50,50,1,9.21,50
SPY,2022-12-30,451.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,20,9,35.0,50,11,43,38.3,50
SPY,2022-12-30,451.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,20,9,35.0,50,11,43,38.3,50
SPY,2022-12-16,310.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,139,31,6.29,50,215,7,6.73,50
SPY,2022-12-16,310.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,139,31,6.29,50,215,7,6.73,50
SPY,2022-12-16,180.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,276,9,272.45,50,252,6,276.18,50
SPY,2022-12-16,180.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,276,9,272.45,50,252,6,276.18,50
SPY,2022-02-23,395.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,59.36,50,5,69,59.91,50
SPY,2022-02-23,395.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,59.36,50,5,69,59.91,50
SPY,2022-02-28,380.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:09:37.867,0.48,0.56,0.43,0.43,50,13,144,69,0.48,50,217,69,0.49,50
SPY,2022-02-28,380.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:09:37.867,0.48,0.56,0.43,0.43,50,13,144,69,0.48,50,217,69,0.49,50
SPY,2022-03-02,436.0,PUT,2022-02-02T17:24:02.075,2022-02-02T13:11:47.74,4.07,4.32,3.68,3.78,186,12,36,42,4.22,50,40,7,4.28,50
SPY,2022-03-02,436.0,PUT,2022-02-02T17:39:16.985,2022-02-02T13:11:47.74,4.07,4.32,3.68,3.78,186,12,36,42,4.22,50,40,7,4.28,50
SPY,2022-03-11,422.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,42,42,35.5,50,42,42,36.0,50
SPY,2022-03-11,422.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,42,42,35.5,50,42,42,36.0,50
SPY,2022-02-02,446.0,CALL,2022-02-02T17:24:02.075,2022-02-02T16:06:10.294,9.61,12.05,7.92,9.31,1291,268,300,1,7.58,50,300,1,8.51,50
SPY,2022-02-02,446.0,CALL,2022-02-02T17:39:16.985,2022-02-02T16:06:10.294,9.61,12.05,7.92,9.31,1291,268,300,1,7.58,50,300,1,8.51,50
SPY,2023-01-20,440.0,PUT,2022-02-02T17:24:02.075,2022-02-02T14:40:16.604,31.04,32.69,30.5,30.5,38,13,20,9,30.5,50,317,9,33.79,50
SPY,2023-01-20,440.0,PUT,2022-02-02T17:39:16.985,2022-02-02T14:40:16.604,31.04,32.69,30.5,30.5,38,13,20,9,30.5,50,317,9,33.79,50
SPY,2022-03-11,421.0,PUT,2022-02-02T17:24:02.075,2022-02-02T12:54:55.234,3.28,3.69,3.1,3.1,37,4,80,69,3.44,50,100,6,3.5,50
SPY,2022-03-11,421.0,PUT,2022-02-02T17:39:16.985,2022-02-02T12:54:55.234,3.28,3.69,3.1,3.1,37,4,80,69,3.44,50,100,6,3.5,50
SPY,2022-02-18,470.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:07:42.3,15.86,17.3,13.5,15.95,207,51,50,1,16.8,50,50,1,17.04,50
SPY,2022-02-18,470.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:07:42.3,15.86,17.3,13.5,15.95,207,51,50,1,16.8,50,50,1,17.04,50
SPY,2022-06-17,525.0,CALL,2022-02-02T17:24:02.075,2022-02-02T15:43:58.051,0.75,0.84,0.72,0.83,66,9,574,9,0.74,50,522,5,0.81,50
SPY,2022-06-17,525.0,CALL,2022-02-02T17:39:16.985,2022-02-02T15:43:58.051,0.75,0.84,0.72,0.83,66,9,574,9,0.74,50,522,5,0.81,50
SPY,2022-03-11,345.0,PUT,2022-02-02T17:24:02.075,2022-02-02T09:57:04.246,0.45,0.45,0.45,0.45,5,1,247,9,0.44,50,266,60,0.46,50
